year,category,value,unit,scenario,figure_type
2032,S-Oil,2.1995774764187246,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2033,S-Oil,2.121504514788288,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2034,S-Oil,2.0434315531578506,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2035,S-Oil,1.9653585915274137,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2036,S-Oil,1.8086509922835865,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2037,S-Oil,1.6513817170568066,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2038,S-Oil,1.4884974406174396,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2039,S-Oil,1.2762895786183257,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2040,S-Oil,1.0633211149633013,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2041,S-Oil,0.9575974847916998,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2042,S-Oil,0.8511132529641874,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2043,S-Oil,0.7446290211366752,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2044,S-Oil,0.6389053909650736,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2045,S-Oil,0.5324211591375615,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2046,S-Oil,0.4259369273100491,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2047,S-Oil,0.3194526954825368,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2048,S-Oil,0.21296846365502456,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2049,S-Oil,0.10648423182751228,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2050,S-Oil,0.0,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2025,S-Oil Shaheen,4.435028855508218,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2026,S-Oil Shaheen,4.889001307314525,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2027,S-Oil Shaheen,4.857757355287327,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2028,S-Oil Shaheen,4.826513403260129,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2029,S-Oil Shaheen,4.760543312312107,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2030,S-Oil Shaheen,4.588575188166493,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2031,S-Oil Shaheen,4.451198353360513,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2032,S-Oil Shaheen,4.277923546310094,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2033,S-Oil Shaheen,4.092795472543873,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2034,S-Oil Shaheen,3.9076673987776522,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2035,S-Oil Shaheen,3.722539325011431,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2036,S-Oil Shaheen,3.350951320833187,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2037,S-Oil Shaheen,2.9780314600091446,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2038,S-Oil Shaheen,2.6064434558309015,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2039,S-Oil Shaheen,2.2348554516526584,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2040,S-Oil Shaheen,1.8619355908286155,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2041,S-Oil Shaheen,1.676807517062394,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2042,S-Oil Shaheen,1.4903475866503721,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2043,S-Oil Shaheen,1.3038876562383508,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2044,S-Oil Shaheen,1.1187595824721295,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2045,S-Oil Shaheen,0.9322996520601079,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2046,S-Oil Shaheen,0.7458397216480862,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2047,S-Oil Shaheen,0.5593797912360647,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2048,S-Oil Shaheen,0.3729198608240431,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2049,S-Oil Shaheen,0.18645993041202155,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2050,S-Oil Shaheen,0.0,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2025,SK Geocentric,3.5043691100027528,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2026,SK Geocentric,3.984987723448951,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2027,SK Geocentric,3.9399509703947357,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2028,SK Geocentric,3.8949142173405216,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2029,SK Geocentric,3.836102030440754,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2030,SK Geocentric,3.7293517677266124,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2031,SK Geocentric,3.6440742590066955,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2032,SK Geocentric,3.541080867880431,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2033,SK Geocentric,3.4322378126606545,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2034,SK Geocentric,3.323394757440877,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2035,SK Geocentric,3.2145517022211,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2036,SK Geocentric,2.9960825482188134,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2037,SK Geocentric,2.776830350653795,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2038,SK Geocentric,2.539101823818378,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2039,SK Geocentric,2.177114389559141,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2040,SK Geocentric,1.8138295092989745,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2041,SK Geocentric,1.6334845151698203,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2042,SK Geocentric,1.451842075039737,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2043,SK Geocentric,1.2701996349096538,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2044,SK Geocentric,1.0898546407804997,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2045,SK Geocentric,0.9082122006504164,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2046,SK Geocentric,0.7265697605203331,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2047,SK Geocentric,0.5449273203902498,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2048,SK Geocentric,0.36328488026016653,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2049,SK Geocentric,0.18164244013008327,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2050,SK Geocentric,0.0,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2025,Yeochon NCC,6.032089659866812,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2026,Yeochon NCC,6.923189125321034,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2027,Yeochon NCC,6.9094751417952365,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2028,Yeochon NCC,6.895761158269438,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2029,Yeochon NCC,6.834932954158266,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2030,Yeochon NCC,6.613167172169702,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2031,Yeochon NCC,6.436009449776541,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2032,Yeochon NCC,6.198757589431324,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2033,Yeochon NCC,5.941663052726796,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2034,Yeochon NCC,5.684568516022268,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2035,Yeochon NCC,5.42747397931774,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2036,Yeochon NCC,4.911435304925197,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2037,Yeochon NCC,4.393547029549167,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2038,Yeochon NCC,3.87348131719113,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2039,Yeochon NCC,3.3212578693136,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2040,Yeochon NCC,2.7670551259239646,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2041,Yeochon NCC,2.4919330497412533,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2042,Yeochon NCC,2.214831678046435,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2043,Yeochon NCC,1.9377303063516176,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2044,Yeochon NCC,1.662608230168906,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2045,Yeochon NCC,1.3855068584740884,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2046,Yeochon NCC,1.1084054867792705,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2047,Yeochon NCC,0.831304115084453,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2048,Yeochon NCC,0.5542027433896353,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2049,Yeochon NCC,0.27710137169481763,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
2050,Yeochon NCC,0.0,MtCO2_per_yr,shaheen_ncc_elec_rising_coupled,line
