year,category,value,unit,scenario,figure_type
2025,Yeosu,22.409780310492522,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2026,Yeosu,22.629175078923517,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2027,Yeosu,22.30774360042675,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2028,Yeosu,21.986312121929988,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2029,Yeosu,19.82719631517066,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2030,Yeosu,19.495746369059646,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2031,Yeosu,15.78357849927849,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2032,Yeosu,15.503931677122148,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2033,Yeosu,15.224284854965806,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2034,Yeosu,14.061172938521594,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2035,Yeosu,12.959294909943505,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2036,Yeosu,12.384023158624613,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2037,Yeosu,11.80668950138702,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2038,Yeosu,11.216084481865005,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2039,Yeosu,10.503036319827233,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2040,Yeosu,7.9432153418252645,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2041,Yeosu,7.580081900028111,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2042,Yeosu,7.2143359874266615,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2043,Yeosu,6.848590074825212,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2044,Yeosu,6.485456633028059,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2045,Yeosu,6.1197107204266095,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2046,Yeosu,3.8782046630116493,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2047,Yeosu,3.5045820011037883,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2048,Yeosu,3.1309593391959267,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2049,Yeosu,0.3834670708548196,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2050,Yeosu,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2025,Daesan,17.217485657279862,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2026,Daesan,15.453299246766676,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2027,Daesan,13.979050361012524,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2028,Daesan,13.753975935914342,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2029,Daesan,13.528901510816157,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2030,Daesan,11.651409951193994,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2031,Daesan,11.464451731601175,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2032,Daesan,11.277493512008354,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2033,Daesan,11.090535292415534,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2034,Daesan,10.388348715948142,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2035,Daesan,9.646944901937424,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2036,Daesan,8.645131665858063,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2037,Daesan,8.254223394941599,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
2038,Daesan,6.363809107695488,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,stacked_area
