year,category,value,unit,scenario,figure_type
2048,GS Caltex,1.556107790002304,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2049,GS Caltex,0.06635170953817891,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2050,GS Caltex,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2025,HD Hyundai Chemical,3.472213629032109,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2026,HD Hyundai Chemical,3.9495292990125077,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2027,HD Hyundai Chemical,2.649915132703984,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2028,HD Hyundai Chemical,2.5994754270514258,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2029,HD Hyundai Chemical,2.549035721398868,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2030,HD Hyundai Chemical,2.49859601574631,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2031,HD Hyundai Chemical,2.4583022278974274,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2032,HD Hyundai Chemical,2.418008440048545,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2033,HD Hyundai Chemical,2.377714652199663,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2034,HD Hyundai Chemical,2.3374208643507806,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2035,HD Hyundai Chemical,2.0491087919205713,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2036,HD Hyundai Chemical,1.3484072844219588,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2037,HD Hyundai Chemical,1.2596899955936987,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2038,HD Hyundai Chemical,1.1626803905328433,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2039,HD Hyundai Chemical,0.996922685393005,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2040,HD Hyundai Chemical,0.830570866614673,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2041,HD Hyundai Chemical,0.7479890708640009,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2042,HD Hyundai Chemical,0.6648131614748348,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2043,HD Hyundai Chemical,0.5816372520856686,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2044,HD Hyundai Chemical,0.4990554563349966,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2045,HD Hyundai Chemical,0.4158795469458305,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2046,HD Hyundai Chemical,0.33270363755666443,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2047,HD Hyundai Chemical,0.2495277281674983,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2048,HD Hyundai Chemical,0.16635181877833222,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2049,HD Hyundai Chemical,0.08317590938916611,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2050,HD Hyundai Chemical,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2025,Hanwha TotalEnergies,5.2081598308837505,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2026,Hanwha TotalEnergies,3.694689994546019,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2027,Hanwha TotalEnergies,3.628740856871233,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2028,Hanwha TotalEnergies,3.5627917191964475,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2029,Hanwha TotalEnergies,3.4968425815216624,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2030,Hanwha TotalEnergies,3.430893443846877,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2031,Hanwha TotalEnergies,3.378209937313571,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2032,Hanwha TotalEnergies,3.325526430780265,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2033,Hanwha TotalEnergies,3.2728429242469597,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2034,Hanwha TotalEnergies,2.992852789680755,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2035,Hanwha TotalEnergies,2.939238225982809,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2036,Hanwha TotalEnergies,2.831623382301319,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2037,Hanwha TotalEnergies,2.723622822334233,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2038,Hanwha TotalEnergies,1.1280685159011878,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2039,Hanwha TotalEnergies,0.9672452578856378,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2040,Hanwha TotalEnergies,0.8058455724220034,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2041,Hanwha TotalEnergies,0.7257221571382707,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2042,Hanwha TotalEnergies,0.6450223144064533,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2043,Hanwha TotalEnergies,0.5643224716746361,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2044,Hanwha TotalEnergies,0.4841990563909034,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2045,Hanwha TotalEnergies,0.40349921365908614,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2046,Hanwha TotalEnergies,0.32279937092726885,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2047,Hanwha TotalEnergies,0.2420995281954517,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2048,Hanwha TotalEnergies,0.16139968546363442,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2049,Hanwha TotalEnergies,0.08069984273181721,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2050,Hanwha TotalEnergies,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2025,LG Chem,10.050786054717834,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2026,LG Chem,7.989458907005194,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2027,LG Chem,7.825743417497033,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2028,LG Chem,7.662027927988871,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2029,LG Chem,7.498312438480712,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2030,LG Chem,7.334596948972551,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2031,LG Chem,7.203812736089594,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2032,LG Chem,7.073028523206638,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2033,LG Chem,6.942244310323683,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2034,LG Chem,6.347754576253611,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2035,LG Chem,5.910754093158069,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2036,LG Chem,5.641940645996787,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2037,LG Chem,5.37216370977758,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2038,LG Chem,5.098850634008672,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2039,LG Chem,4.789605970819975,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2040,LG Chem,2.6350358160357157,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2041,LG Chem,2.4730804614787827,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2042,LG Chem,2.309959960486188,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2043,LG Chem,2.1468394594935933,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2044,LG Chem,1.0036548423947924,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2045,LG Chem,0.8363790353289938,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2046,LG Chem,0.6691032282631949,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2047,LG Chem,0.5018274211973962,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2048,LG Chem,0.33455161413159745,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2049,LG Chem,0.16727580706579873,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2050,LG Chem,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2025,Lotte Chemical,7.838367263992788,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2026,Lotte Chemical,8.91384884709732,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2027,Lotte Chemical,8.813575340602938,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2028,Lotte Chemical,8.713301834108554,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2029,Lotte Chemical,6.775343999351607,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2030,Lotte Chemical,5.012634890718992,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2031,Lotte Chemical,4.917370698066098,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2032,Lotte Chemical,4.822106505413204,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2033,Lotte Chemical,4.726842312760311,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2034,Lotte Chemical,4.343656391265745,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2035,Lotte Chemical,4.003759328660265,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2036,Lotte Chemical,3.8081850267585478,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2037,Lotte Chemical,3.611909741695894,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2038,Lotte Chemical,3.4119271472832224,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2039,Lotte Chemical,3.176742325855433,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2040,Lotte Chemical,2.9407145480784402,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2041,Lotte Chemical,2.8235436155391476,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2042,Lotte Chemical,2.705529726650651,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2043,Lotte Chemical,1.7972114252996823,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2044,Lotte Chemical,1.6767035899316451,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2045,Lotte Chemical,1.5553287917192338,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2046,Lotte Chemical,1.4339539935068222,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2047,Lotte Chemical,1.3125791952944106,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2048,Lotte Chemical,1.1912043970819994,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2049,Lotte Chemical,0.12529178526082882,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2050,Lotte Chemical,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2025,S-Oil,2.086877749365097,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2026,S-Oil,2.381615585110374,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2027,S-Oil,2.363321758450887,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2028,S-Oil,2.3450279317914,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2029,S-Oil,2.326734105131913,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2030,S-Oil,2.308440278472426,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2031,S-Oil,2.019242096631922,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2032,S-Oil,2.003443840685385,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2033,S-Oil,1.9876455847388481,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2034,S-Oil,1.9718473287923113,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2035,S-Oil,1.9560490728457742,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2036,S-Oil,1.9243389044350996,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2037,S-Oil,1.8925150795068242,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2038,S-Oil,1.8546282339006093,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2039,S-Oil,1.7674178027346477,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2040,S-Oil,1.679894789378127,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2041,S-Oil,1.6364458648904259,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2042,S-Oil,1.5926843582121657,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2043,S-Oil,1.5489228515339053,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2044,S-Oil,1.5054739270462043,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2045,S-Oil,1.4617124203679444,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2046,S-Oil,1.4179509136896835,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2047,S-Oil,0.14668359548253687,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2048,S-Oil,0.09778906365502459,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2049,S-Oil,0.04889453182751229,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2050,S-Oil,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2025,S-Oil Shaheen,4.435028855508218,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2026,S-Oil Shaheen,2.243690684748951,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2027,S-Oil Shaheen,2.1977855606033363,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2028,S-Oil Shaheen,2.1518804364577213,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2029,S-Oil Shaheen,2.105975312312107,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2030,S-Oil Shaheen,2.0600701881664922,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2031,S-Oil Shaheen,2.023398853360513,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2032,S-Oil Shaheen,1.9867275185545334,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2033,S-Oil Shaheen,1.950056183748554,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2034,S-Oil Shaheen,1.9133848489425744,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2035,S-Oil Shaheen,1.8767135141365947,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2036,S-Oil Shaheen,1.8031070219720748,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2037,S-Oil Shaheen,1.7292367072549937,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2038,S-Oil Shaheen,1.6556302150904738,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2039,S-Oil Shaheen,1.582023722925954,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2040,S-Oil Shaheen,1.5081534082088726,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2041,S-Oil Shaheen,1.471482073402893,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2042,S-Oil Shaheen,1.4345469160443525,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2043,S-Oil Shaheen,1.3976117586858123,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2044,S-Oil Shaheen,1.3609404238798328,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2045,S-Oil Shaheen,0.20820215206010792,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2046,S-Oil Shaheen,0.16656172164808633,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2047,S-Oil Shaheen,0.12492129123606474,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2048,S-Oil Shaheen,0.08328086082404317,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2049,S-Oil Shaheen,0.04164043041202158,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2050,S-Oil Shaheen,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2025,SK Geocentric,3.5043691100027528,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2026,SK Geocentric,3.984987723448951,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2027,SK Geocentric,3.9399509703947357,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2028,SK Geocentric,2.9142154628463053,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2029,SK Geocentric,2.863802946682004,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2030,SK Geocentric,2.8133904305177033,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2031,SK Geocentric,2.7731183630071414,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2032,SK Geocentric,2.732846295496579,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2033,SK Geocentric,2.692574227986017,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2034,SK Geocentric,2.455303082846943,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2035,SK Geocentric,2.414224099127025,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2036,SK Geocentric,2.3317705994302123,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2037,SK Geocentric,2.249021567476422,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2038,SK Geocentric,2.1525954127843168,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2039,SK Geocentric,1.9445912328305528,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2040,SK Geocentric,1.7358415181816145,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2041,SK Geocentric,1.6322121955523199,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2042,SK Geocentric,1.5278373382278507,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2043,SK Geocentric,1.4234624809033816,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2044,SK Geocentric,1.319833158274087,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2045,SK Geocentric,1.2154583009496178,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2046,SK Geocentric,1.1110834436251487,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2047,SK Geocentric,1.0067085863006793,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2048,SK Geocentric,0.3447113980980043,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2049,SK Geocentric,0.23801445796792103,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2050,SK Geocentric,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2025,Yeochon NCC,6.032089659866812,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2026,Yeochon NCC,6.923189125321034,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2027,Yeochon NCC,6.9094751417952365,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2028,Yeochon NCC,6.895761158269438,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2029,Yeochon NCC,6.88204717474364,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2030,Yeochon NCC,6.868333191217841,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2031,Yeochon NCC,3.409988877754762,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2032,Yeochon NCC,3.3841656119164947,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2033,Yeochon NCC,3.3583423460782265,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2034,Yeochon NCC,3.3325190802399587,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2035,Yeochon NCC,2.7315368477038913,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2036,Yeochon NCC,2.674995129429126,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2037,Yeochon NCC,2.6182507526659213,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2038,Yeochon NCC,2.55768199642566,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2039,Yeochon NCC,2.464955504665909,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2040,Yeochon NCC,2.3718966598890967,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2041,Yeochon NCC,2.3256995905177513,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2042,Yeochon NCC,2.279170168129345,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2043,Yeochon NCC,2.232640745740939,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2044,Yeochon NCC,2.1864436763695934,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2045,Yeochon NCC,2.1399142539811873,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2046,Yeochon NCC,0.21762468677927077,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2047,Yeochon NCC,0.16321851508445306,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2048,Yeochon NCC,0.10881234338963539,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2049,Yeochon NCC,0.05440617169481769,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
2050,Yeochon NCC,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_coupled,line
