scenario,year,region,bau_emissions_tco2,emissions_tco2,abatement_tco2,abatement_mt,capex_usd,total_cost_usd,annual_capex_usd,annual_opex_usd,annual_new_energy_usd,annual_fuel_savings_usd,elec_demand_mwh,h2_demand_t
shaheen_ncc_h2_flat_coupled,2025,Daesan,17217485.657279864,17217485.657279864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9752183.842566231,0.0
shaheen_ncc_h2_flat_coupled,2025,Yeosu,22409780.310492523,22409780.310492523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15277933.230763266,0.0
shaheen_ncc_h2_flat_coupled,2025,Ulsan,19244286.3271435,19244286.3271435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13261121.675682966,0.0
shaheen_ncc_h2_flat_coupled,2025,Other,375812.18112740014,375812.18112740014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476689.4581816963,0.0
shaheen_ncc_h2_flat_coupled,2026,Daesan,19800108.505871844,15453299.246766672,4155048.1333335573,4.155048133333557,764105999.9999999,2051548241.338345,30564239.999999996,30564239.999999996,2237581468.2697845,247161706.93143958,12537419.185059909,454825.0
shaheen_ncc_h2_flat_coupled,2026,Yeosu,25771247.357066404,22629175.078923512,2838670.0521535464,2.8386700521535464,522026400.0,1401588710.0116832,20881056.0,20881056.0,1528683976.5524545,168857378.54077113,18473073.476825494,310730.0
shaheen_ncc_h2_flat_coupled,2026,Ulsan,22130929.276215024,17709084.85290699,4160984.1039243587,4.160984103924359,793665599.9999999,1902848100.894819,32380319.999999993,31112927.999999993,2176124304.1148868,336769451.22006774,17001857.65198724,434699.9999999999
shaheen_ncc_h2_flat_coupled,2026,Other,432184.00829651015,422645.4522382944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_flat_coupled,2027,Daesan,19800108.505871844,13979050.361012524,5439569.919496927,5.439569919496927,952596749.9999999,2614907388.6556616,38103869.99999999,38103869.99999999,2860228594.8408084,321528946.18514705,12935311.78725192,591675.0
shaheen_ncc_h2_flat_coupled,2027,Yeosu,25771247.357066404,22307743.600426752,2856699.304660972,2.8566993046609723,500275300.0,1373271091.18515,20011012.0,20011012.0,1502106445.7259212,168857378.54077113,18473073.476825494,310730.0
shaheen_ncc_h2_flat_coupled,2027,Ulsan,22130929.276215024,17413252.529762406,4195956.107685254,4.195956107685254,760918199.9999999,1863047307.2203944,31047239.999999993,29826215.999999993,2138943302.4404619,336769451.22006774,17001857.65198724,434699.9999999999
shaheen_ncc_h2_flat_coupled,2027,Other,432184.00829651015,413106.8961800786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_flat_coupled,2028,Daesan,19800108.505871844,13753975.935914341,5473900.231913918,5.473900231913918,911179499.9999999,2561805410.6304493,36447179.99999999,36447179.99999999,2810439996.8155966,321528946.18514705,12935311.78725192,591675.0
shaheen_ncc_h2_flat_coupled,2028,Yeosu,25771247.357066404,21986312.12192999,2874728.5571683985,2.8747285571683987,478524200.0,1345383521.7732701,19140968.0,19140968.0,1475958964.3140411,168857378.54077113,18473073.476825494,310730.0
shaheen_ncc_h2_flat_coupled,2028,Ulsan,22130929.276215024,16136721.452123612,5213995.908198037,5.213995908198037,891811199.9999999,2283927476.131421,36259775.99999999,35085119.99999999,2607096005.3602505,394513425.22882885,17310809.554865744,540959.9999999999
shaheen_ncc_h2_flat_coupled,2028,Other,432184.00829651015,403568.34012186277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_flat_coupled,2029,Daesan,19800108.505871844,13528901.51081616,5508230.544330907,5.508230544330907,869762249.9999999,2508534296.148464,34790489.99999999,34790489.99999999,2760482262.3336115,321528946.18514705,12935311.78725192,591675.0
shaheen_ncc_h2_flat_coupled,2029,Yeosu,25771247.357066404,19827196.315170657,4736328.849002904,4.736328849002904,747877199.9999999,2156998197.50453,29915088.0,29915088.0,2373639169.7889013,276471148.2843714,19048847.47764452,508760.0
shaheen_ncc_h2_flat_coupled,2029,Ulsan,22130929.276215024,15835513.365868948,5255133.355821575,5.255133355821575,851625599.9999999,2235036985.176463,34629167.99999999,33500879.999999993,2561420362.405293,394513425.22882885,17310809.554865744,540959.9999999999
shaheen_ncc_h2_flat_coupled,2029,Other,432184.00829651015,394029.7840636471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_flat_coupled,2030,Daesan,19800108.505871844,11651409.951193996,7201558.664209853,7.201558664209853,1076285000.0,3191302052.417017,43051400.0,43051400.0,3522968155.2834325,417768902.8664156,13450231.625382759,768775.0
shaheen_ncc_h2_flat_coupled,2030,Yeosu,25771247.357066404,19495746.36905965,4765848.246890711,4.765848246890711,712263999.9999999,2111940206.4162874,28490560.0,28490560.0,2331430234.700659,276471148.2843714,19048847.47764452,508760.0
shaheen_ncc_h2_flat_coupled,2030,Ulsan,22130929.276215024,15534305.279614286,5296270.803445114,5.296270803445114,811439999.9999999,2186941750.5003576,32998559.999999996,31916639.999999996,2516539975.729187,394513425.22882885,17310809.554865744,540959.9999999999
shaheen_ncc_h2_flat_coupled,2030,Other,432184.00829651015,384491.2280054315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_flat_coupled,2031,Daesan,19800108.505871844,11464451.731601175,7237192.234635949,7.237192234635949,1057065624.9999999,3159355801.1926565,42282625.0,42282625.0,3492559454.059072,417768902.8664156,13450231.625382759,768775.0
shaheen_ncc_h2_flat_coupled,2031,Yeosu,25771247.357066404,15783578.499278493,8252672.611014187,8.252672611014187,1205386874.9999998,3602658081.1505795,48215475.0,48215475.0,3982614916.7228584,476387785.57227916,20118476.414125398,876645.0
shaheen_ncc_h2_flat_coupled,2031,Ulsan,22130929.276215024,15019100.878901772,5604980.385331596,5.604980385331596,837433449.9999999,2284819895.4434395,34030569.99999999,32964105.999999993,2628261982.959533,410436763.51609325,17396005.38262921,570261.9999999999
shaheen_ncc_h2_flat_coupled,2031,Other,432184.00829651015,376871.34701639693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_flat_coupled,2032,Daesan,19800108.505871844,11277493.512008352,7272825.8050620435,7.272825805062044,1037846249.9999999,3127507574.046444,41513850.0,41513850.0,3462248776.912859,417768902.8664156,13450231.625382759,768775.0
shaheen_ncc_h2_flat_coupled,2032,Yeosu,25771247.357066404,15503931.677122144,8293306.075091693,8.293306075091692,1183470750.0,3566341097.525212,47338830.0,47338830.0,3948051223.0974913,476387785.57227916,20118476.414125398,876645.0
shaheen_ncc_h2_flat_coupled,2032,Ulsan,22130929.276215024,14777296.404083228,5639201.239074374,5.6392012390743735,822404099.9999999,2261133690.1760283,33421667.999999993,32370659.999999993,2605778125.692122,410436763.51609325,17396005.38262921,570261.9999999999
shaheen_ncc_h2_flat_coupled,2032,Other,432184.00829651015,369251.46602736256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_flat_coupled,2033,Daesan,19800108.505871844,11090535.292415533,7308459.375488139,7.308459375488138,1018626874.9999999,3095828968.269571,40745075.0,40745075.0,3432107721.135987,417768902.8664156,13450231.625382759,768775.0
shaheen_ncc_h2_flat_coupled,2033,Yeosu,25771247.357066404,15224284.854965802,8333939.539169199,8.333939539169199,1161554625.0,3530217535.5450916,46462185.0,46462185.0,3913680951.1173706,476387785.57227916,20118476.414125398,876645.0
shaheen_ncc_h2_flat_coupled,2033,Ulsan,22130929.276215024,14535491.92926468,5673422.092817153,5.673422092817153,807374749.9999999,2237573306.6657276,32812765.999999993,31777213.999999993,2583420090.181822,410436763.51609325,17396005.38262921,570261.9999999999
shaheen_ncc_h2_flat_coupled,2033,Other,432184.00829651015,361631.5850383282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_flat_coupled,2034,Daesan,19800108.505871844,10388348.715948146,7874934.76109464,7.87493476109464,1070569499.9999999,3283228334.388962,42822780.0,42822780.0,3643664293.1681843,446081518.7792219,13602058.692998048,823515.0
shaheen_ncc_h2_flat_coupled,2034,Yeosu,25771247.357066404,14061172.938521594,9284810.586335458,9.284810586335459,1261660399.9999998,3869733375.390428,50466415.99999999,50466415.99999999,4293736138.013196,524935594.62276757,20378815.180065736,970508.0
shaheen_ncc_h2_flat_coupled,2034,Ulsan,22130929.276215024,13960304.39999788,6051128.82697078,6.05112882697078,838391399.9999999,2355771712.600135,34045703.99999999,33025607.999999993,2717457092.059809,428756691.45967376,17494246.42638028,605681.9999999999
shaheen_ncc_h2_flat_coupled,2034,Other,432184.00829651015,354011.7040492937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_flat_coupled,2035,Daesan,19800108.505871844,9646944.901937423,8484830.400725752,8.484830400725752,1124496450.0,3480898312.018355,44979858.0,44979858.0,3867247995.9044843,476309399.8861298,13764156.415187314,881958.0
shaheen_ncc_h2_flat_coupled,2035,Yeosu,25771247.357066404,12959294.909943508,10177399.147830697,10.177399147830696,1347835649.9999998,4172960897.0950346,53913425.99999999,53913425.99999999,4634870190.77983,569736145.6847963,20619059.18705699,1057126.0
shaheen_ncc_h2_flat_coupled,2035,Ulsan,22130929.276215024,12816157.0120799,7008083.8274408,7.0080838274408,955084200.0,2743439012.9554467,38705688.0,37701048.0,3148535668.531221,481503391.57577306,17777683.620604366,709688.0
shaheen_ncc_h2_flat_coupled,2035,Other,432184.00829651015,346391.82306025934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_flat_coupled,2036,Daesan,19800108.505871844,8645131.665858062,9202026.934574284,9.202026934574283,1193211250.0,3730107120.7516594,47728450.0,47728450.0,4147570835.275483,512920614.52382404,13961009.675588053,954569.0
shaheen_ncc_h2_flat_coupled,2036,Yeosu,25771247.357066404,12384023.158624612,10282996.541001007,10.282996541001006,1321407499.9999998,4129801882.935624,52856299.99999999,52856299.99999999,4593825428.62042,569736145.6847963,20619059.18705699,1057126.0
shaheen_ncc_h2_flat_coupled,2036,Ulsan,22130929.276215024,12320159.639065037,7092856.872124853,7.092856872124853,936569200.0,2714402937.597743,37957360.0,36968176.0,3120980793.173517,481503391.57577306,17777683.620604366,709688.0
shaheen_ncc_h2_flat_coupled,2036,Other,432184.00829651015,331097.24179449957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_flat_coupled,2037,Daesan,19800108.505871844,8254223.394941597,9296391.83590124,9.29639183590124,1169347025.0,3691169259.92692,46773881.0,46773881.0,4110542112.4507446,512920614.52382404,13961009.675588053,954569.0
shaheen_ncc_h2_flat_coupled,2037,Yeosu,25771247.357066404,11806689.50138702,10388972.419451501,10.388972419451502,1294979349.9999998,4086680615.5759954,51799173.99999999,51799173.99999999,4552818413.260792,569736145.6847963,20619059.18705699,1057126.0
shaheen_ncc_h2_flat_coupled,2037,Ulsan,22130929.276215024,11048435.73605477,7970196.585515085,7.970196585515085,1028500200.0,3035863305.1709166,41626872.0,40653144.0,3480546282.0706563,526962992.8997393,18022113.38961637,799848.0
shaheen_ncc_h2_flat_coupled,2037,Other,432184.00829651015,315747.841241049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_flat_coupled,2038,Daesan,19800108.505871844,6363809.107695487,11157838.891897576,11.157838891897576,1939728000.0,4540927575.653994,77589119.99999999,71702316.0,5235035260.020432,843399120.3664398,20042865.579925224,1125873.0
shaheen_ncc_h2_flat_coupled,2038,Yeosu,25771247.357066404,11216084.481865002,10632211.100441637,10.632211100441637,1796875920.0,4246330041.9726954,71875036.79999998,66591789.599999994,4892189329.400531,784326113.8278351,25557281.793468516,1057126.0
shaheen_ncc_h2_flat_coupled,2038,Ulsan,22130929.276215024,10521599.736120481,8318861.677565941,8.318861677565941,1782720799.9999998,3317016096.2730465,71787968.0,63079800.0,4045259113.0131617,863110784.7401143,25757668.966263697,799848.0
shaheen_ncc_h2_flat_coupled,2038,Other,432184.00829651015,297436.2224594367,8888.432251826987,0.008888432251826988,119011199.99999999,40925390.02818192,4760447.999999999,3570335.9999999995,74818219.14421736,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_flat_coupled,2039,Daesan,19800108.505871844,5804613.1580155725,11452494.483170591,11.452494483170591,1901546850.0,4494586757.059088,76061874.0,70275413.24999999,5191648590.175527,843399120.3664398,20042865.579925224,1125873.0
shaheen_ncc_h2_flat_coupled,2039,Yeosu,25771247.357066404,10503036.319827233,10889785.460915541,10.889785460915542,1761442235.0,4202847968.774425,70457689.39999999,65264497.55,4851451895.652261,784326113.8278351,25557281.793468516,1057126.0
shaheen_ncc_h2_flat_coupled,2039,Ulsan,22130929.276215024,9802960.771961724,8655461.301880552,8.655461301880552,1748741749.9999998,3283606910.4121876,70421078.0,61860466.49999999,4014436150.6523027,863110784.7401143,25757668.966263697,799848.0
shaheen_ncc_h2_flat_coupled,2039,Other,432184.00829651015,255032.1825686943,36679.58839297148,0.036679588392971474,116982599.99999999,40783388.02818192,4679303.999999999,3509477.9999999995,74818219.14421736,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_flat_coupled,2040,Daesan,19800108.505871844,5243412.9217776675,11748206.187673975,11.748206187673976,1863365700.0,4448389494.983237,74534628.0,68848510.5,5148405476.849676,843399120.3664398,20042865.579925224,1125873.0
shaheen_ncc_h2_flat_coupled,2040,Yeosu,25771247.357066404,7943215.341825265,13051788.62315756,13.051788623157561,1966703550.0,4947641746.288303,78668141.99999999,73565005.5,5685265929.975346,889857331.1870425,26124708.042960666,1266426.0
shaheen_ncc_h2_flat_coupled,2040,Ulsan,22130929.276215024,9081746.040906336,8993267.376461523,8.993267376461523,1714762700.0,3250299710.649807,69054188.0,60641133.0,3983715174.389922,863110784.7401143,25757668.966263697,799848.0
shaheen_ncc_h2_flat_coupled,2040,Other,432184.00829651015,212476.15687189193,64570.35441275804,0.06457035441275803,114953999.99999999,40641386.02818192,4598159.999999999,3448619.9999999995,74818219.14421736,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_flat_coupled,2041,Daesan,19800108.505871844,4964817.090216707,11895005.926695298,11.895005926695298,1825184550.0,4402434646.045449,73007382.0,67421607.75,5105404776.661889,843399120.3664398,20042865.579925224,1125873.0
shaheen_ncc_h2_flat_coupled,2041,Yeosu,25771247.357066404,7580081.900028111,13190783.701855585,13.190783701855585,1926037365.0,4896109636.871602,77041494.6,72028413.44999999,5636897060.008645,889857331.1870425,26124708.042960666,1266426.0
shaheen_ncc_h2_flat_coupled,2041,Ulsan,22130929.276215024,8723714.442275273,9160963.96348565,9.160963963485651,1680783650.0,3217164727.1708384,67687298.0,59421799.49999999,3953166414.4109535,863110784.7401143,25757668.966263697,799848.0
shaheen_ncc_h2_flat_coupled,2041,Other,432184.00829651015,191350.12982955074,78416.12754400923,0.07841612754400923,112925399.99999999,40499384.02818192,4517015.999999999,3387761.9999999995,74818219.14421736,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_flat_coupled,2042,Daesan,19800108.505871844,4684216.972097752,12042861.77894699,12.04286177894699,1787003400.0,4356523747.282538,71480136.0,65994704.99999999,5062448026.648977,843399120.3664398,20042865.579925224,1125873.0
shaheen_ncc_h2_flat_coupled,2042,Yeosu,25771247.357066404,7214335.987426662,13330778.74514856,13.33077874514856,1885371180.0,4844626964.331146,75414847.19999999,70491821.39999999,5588577626.91819,889857331.1870425,26124708.042960666,1266426.0
shaheen_ncc_h2_flat_coupled,2042,Ulsan,22130929.276215024,6617523.306149325,11136331.659533352,11.13633165953335,1862866599.9999998,3907919206.828496,74962887.99999999,66844945.999999985,4728259146.167252,962147773.3387552,26290176.67732556,996268.0
shaheen_ncc_h2_flat_coupled,2042,Other,432184.00829651015,170072.11698114953,92361.51055390252,0.09236151055390253,110896799.99999999,40357382.02818192,4435871.999999999,3326903.9999999995,74818219.14421736,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_flat_coupled,2043,Daesan,19800108.505871844,3613312.4415163277,13009653.931101276,13.009653931101276,1844013500.0,4633541578.3601,73760539.99999999,68375452.25,5379452529.205434,888046943.0953352,20282930.531633444,1214423.0
shaheen_ncc_h2_flat_coupled,2043,Yeosu,25771247.357066404,6848590.074825213,13470773.788441537,13.470773788441537,1844704995.0,4793305769.779951,73788199.8,68955229.35,5540419671.816993,889857331.1870425,26124708.042960666,1266426.0
shaheen_ncc_h2_flat_coupled,2043,Ulsan,22130929.276215024,6249460.832666768,11315319.648759652,11.315319648759653,1823977049.9999998,3867055395.5321317,73399578.0,65429192.49999999,4690374398.370887,962147773.3387552,26290176.67732556,996268.0
shaheen_ncc_h2_flat_coupled,2043,Other,432184.00829651015,148794.10413274833,106306.89356379582,0.10630689356379582,108868199.99999999,40215380.02818192,4354727.999999999,3266045.9999999995,74818219.14421736,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_flat_coupled,2044,Daesan,19800108.505871844,1744097.0765441903,14807868.329216309,14.807868329216308,1989573600.0,5223008330.358595,79582944.0,74298199.49999999,6046469775.41172,977342588.5531261,20763060.435049877,1391523.0
shaheen_ncc_h2_flat_coupled,2044,Yeosu,25771247.357066404,6485456.63302806,13609768.867139561,13.609768867139561,1804038810.0,4742254721.050205,72161552.4,67418637.3,5492531862.537249,889857331.1870425,26124708.042960666,1266426.0
shaheen_ncc_h2_flat_coupled,2044,Ulsan,22130929.276215024,5884027.376851942,11493029.152348619,11.493029152348619,1785087499.9999998,3826404101.6961203,71836267.99999999,64013438.99999999,4652702168.034876,962147773.3387552,26290176.67732556,996268.0
shaheen_ncc_h2_flat_coupled,2044,Other,432184.00829651015,127668.07709040718,120152.666695047,0.120152666695047,106839599.99999999,40073378.02818192,4273583.999999999,3205187.9999999995,74818219.14421736,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_flat_coupled,2045,Daesan,19800108.505871844,1453414.230453492,14969363.665643487,14.969363665643487,1944751200.0,5166961835.812275,77790048.0,72605646.75,5993908729.6154,977342588.5531261,20763060.435049877,1391523.0
shaheen_ncc_h2_flat_coupled,2045,Yeosu,25771247.357066404,6119710.720426611,13749763.910432536,13.749763910432536,1763372625.0,4691255639.157321,70534905.0,65882045.25,5444696020.094364,889857331.1870425,26124708.042960666,1266426.0
shaheen_ncc_h2_flat_coupled,2045,Ulsan,22130929.276215024,4400161.788908199,12831212.681721758,12.831212681721759,1873267199.9999998,4227826696.6936746,75355728.0,67680455.5,5109445238.352883,1024654725.1592089,26626267.609717067,1120238.0
shaheen_ncc_h2_flat_coupled,2045,Other,432184.00829651015,106390.06424200597,134098.0497049403,0.1340980497049403,104810999.99999999,39931376.02818192,4192439.9999999995,3144329.9999999995,74818219.14421736,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_flat_coupled,2046,Daesan,19800108.505871844,1162731.3843627933,15130859.002070665,15.130859002070665,1899928800.0,5111092769.979555,75997152.0,70913094.0,5941525112.5326805,977342588.5531261,20763060.435049877,1391523.0
shaheen_ncc_h2_flat_coupled,2046,Yeosu,25771247.357066404,3878204.6630116496,15840937.727271354,15.840937727271355,1930235440.0,5372165324.06838,77209417.6,72646613.19999999,6216804885.360052,994495592.091672,26687332.993418653,1473955.0
shaheen_ncc_h2_flat_coupled,2046,Ulsan,22130929.276215024,4027394.042372161,13016565.763563285,13.016565763563285,1831278399.9999998,4182428548.02862,73668447.99999999,66140731.99999999,5067274093.187829,1024654725.1592089,26626267.609717067,1120238.0
shaheen_ncc_h2_flat_coupled,2046,Other,432184.00829651015,85112.05139360478,148043.4327148336,0.14804343271483358,102782399.99999999,39789374.02818192,4111295.9999999995,3083471.9999999995,74818219.14421736,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_flat_coupled,2047,Daesan,19800108.505871844,872048.5382720951,15292354.338497845,15.292354338497846,1855106400.0,5055401132.860434,74204256.0,69220541.25,5889318924.163559,977342588.5531261,20763060.435049877,1391523.0
shaheen_ncc_h2_flat_coupled,2047,Yeosu,25771247.357066404,3504582.0011037877,15991588.1009293,15.991588100929299,1884381030.0,5313288212.026305,75375241.19999999,70902492.15,6161506070.767977,994495592.091672,26687332.993418653,1473955.0
shaheen_ncc_h2_flat_coupled,2047,Ulsan,22130929.276215024,1988725.5516183472,14936977.711547812,14.936977711547813,1968241099.9999998,4777082302.597312,79139227.99999999,71759068.49999999,5743381491.094595,1117197484.997283,27123856.782348648,1303778.0
shaheen_ncc_h2_flat_coupled,2047,Other,432184.00829651015,63834.03854520359,161988.81572472685,0.16198881572472684,100753799.99999999,39647372.02818192,4030151.9999999995,3022613.9999999995,74818219.14421736,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_flat_coupled,2048,Daesan,19800108.505871844,581365.6921813966,15453849.674925026,15.453849674925026,1810284000.0,4999886924.454912,72411360.0,67527988.5,5837290164.508038,977342588.5531261,20763060.435049877,1391523.0
shaheen_ncc_h2_flat_coupled,2048,Yeosu,25771247.357066404,3130959.3391959267,16142238.474587247,16.14223847458725,1838526620.0,5254599039.342439,73541064.8,69158371.1,6106395195.534111,994495592.091672,26687332.993418653,1473955.0
shaheen_ncc_h2_flat_coupled,2048,Ulsan,22130929.276215024,1051369.2257872603,15713248.606919881,15.713248606919882,1979784800.0,4935633381.083564,79593248.0,72360644.99999999,5931724559.693537,1148045071.6099744,27289719.839892507,1364958.0
shaheen_ncc_h2_flat_coupled,2048,Other,432184.00829651015,42556.02569680239,175934.19873462015,0.17593419873462016,98725199.99999999,39505370.02818192,3949007.9999999995,2961755.9999999995,74818219.14421736,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_flat_coupled,2049,Daesan,19800108.505871844,290682.8460906983,15615345.011352204,15.615345011352204,1765461600.0,4944664913.640554,70618464.0,65835435.74999999,5785553602.443681,977342588.5531261,20763060.435049877,1391523.0
shaheen_ncc_h2_flat_coupled,2049,Yeosu,25771247.357066404,383467.07085481955,18771435.17550373,18.77143517550373,2032590385.0,6080133243.822118,81303615.4,77010977.05,7047091775.1297,1125273123.757582,27390505.061058544,1733326.0
shaheen_ncc_h2_flat_coupled,2049,Ulsan,22130929.276215024,669313.1480287652,15911166.546910949,15.911166546910948,1931678000.0,4881168057.196937,77661247.99999999,70576201.49999999,5880975679.3069105,1148045071.6099744,27289719.839892507,1364958.0
shaheen_ncc_h2_flat_coupled,2049,Other,432184.00829651015,21278.012848401195,189879.58174451347,0.18987958174451347,96696599.99999999,39363368.02818192,3867863.9999999995,2900897.9999999995,74818219.14421736,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_flat_coupled,2050,Daesan,19800108.505871844,0.0,15776840.347779384,15.776840347779384,1720639200.0,4889504636.0392275,68825568.0,64142883.0,5733878773.592354,977342588.5531261,20763060.435049877,1391523.0
shaheen_ncc_h2_flat_coupled,2050,Yeosu,25771247.357066404,0.0,18935402.645529386,18.935402645529386,1980251700.0,6011668368.271992,79210068.0,75007485.0,6982723939.029573,1125273123.757582,27390505.061058544,1733326.0
shaheen_ncc_h2_flat_coupled,2050,Ulsan,22130929.276215024,0.0,16588756.489553513,16.588756489553514,1934286200.0,5033242985.948691,77757847.99999999,70820357.99999999,6032709851.558664,1148045071.6099744,27289719.839892507,1421308.0
shaheen_ncc_h2_flat_coupled,2050,Other,432184.00829651015,0.0,203824.96475440674,0.20382496475440673,94667999.99999999,39221366.02818192,3786719.9999999995,2840039.9999999995,74818219.14421736,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_flat_decoupled,2025,Daesan,17217485.657279864,17217485.657279864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9752183.842566231,0.0
shaheen_ncc_h2_flat_decoupled,2025,Yeosu,22409780.310492523,22409780.310492523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15277933.230763266,0.0
shaheen_ncc_h2_flat_decoupled,2025,Ulsan,19244286.3271435,19244286.3271435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13261121.675682966,0.0
shaheen_ncc_h2_flat_decoupled,2025,Other,375812.18112740014,375812.18112740014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476689.4581816963,0.0
shaheen_ncc_h2_flat_decoupled,2026,Daesan,19800108.505871844,15453299.246766672,4155048.1333335573,4.155048133333557,764105999.9999999,2051548035.4339337,30564239.999999996,30564239.999999996,2237581262.365373,247161706.93143958,12537419.185059909,454825.0
shaheen_ncc_h2_flat_decoupled,2026,Yeosu,25771247.357066404,22629175.078923512,2838670.0521535464,2.8386700521535464,522026400.0,1401588569.340705,20881056.0,20881056.0,1528683835.8814762,168857378.54077113,18473073.476825494,310730.0
shaheen_ncc_h2_flat_decoupled,2026,Ulsan,22130929.276215024,17709084.85290699,4160984.1039243587,4.160984103924359,793665599.9999999,1902847904.101223,32380319.999999993,31112927.999999993,2176124107.321291,336769451.22006774,17001857.65198724,434699.9999999999
shaheen_ncc_h2_flat_decoupled,2026,Other,432184.00829651015,422645.4522382944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_flat_decoupled,2027,Daesan,19800108.505871844,15235148.15294663,4181438.101381992,4.181438101381992,732268249.9999999,2010098923.5339336,29290729.999999996,29290729.999999996,2198679170.465373,247161706.93143958,12537419.185059909,454825.0
shaheen_ncc_h2_flat_decoupled,2027,Yeosu,25771247.357066404,22307743.600426752,2856699.304660972,2.8566993046609723,500275300.0,1373271122.9807048,20011012.0,20011012.0,1502106477.5214758,168857378.54077113,18473073.476825494,310730.0
shaheen_ncc_h2_flat_decoupled,2027,Ulsan,22130929.276215024,16437929.538378278,5172858.460574499,5.172858460574499,931996799.9999999,2332663383.394106,37890383.99999999,36669359.99999999,2652617064.622935,394513425.22882885,17310809.554865744,540959.9999999999
shaheen_ncc_h2_flat_decoupled,2027,Other,432184.00829651015,413106.8961800786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_flat_decoupled,2028,Daesan,19800108.505871844,13753975.935914341,5473900.231913918,5.473900231913918,911179499.9999999,2561805209.6240106,36447179.99999999,36447179.99999999,2810439795.8091574,321528946.18514705,12935311.78725192,591675.0
shaheen_ncc_h2_flat_decoupled,2028,Yeosu,25771247.357066404,21986312.12192999,2874728.5571683985,2.8747285571683987,478524200.0,1345383416.2107048,19140968.0,19140968.0,1475958858.751476,168857378.54077113,18473073.476825494,310730.0
shaheen_ncc_h2_flat_decoupled,2028,Ulsan,22130929.276215024,16136721.452123612,5213995.908198037,5.213995908198037,891811199.9999999,2283927292.354106,36259775.99999999,35085119.99999999,2607095821.5829353,394513425.22882885,17310809.554865744,540959.9999999999
shaheen_ncc_h2_flat_decoupled,2028,Other,432184.00829651015,403568.34012186277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_flat_decoupled,2029,Daesan,19800108.505871844,11885443.981475657,7156952.612021791,7.156952612021791,1130099250.0,3259388159.528816,45203970.0,45203970.0,3586749122.395232,417768902.8664156,13450231.625382759,768775.0
shaheen_ncc_h2_flat_decoupled,2029,Yeosu,25771247.357066404,21664880.64343322,2892757.809675825,2.8927578096758246,456773100.0,1317407151.390705,18270924.0,18270924.0,1449722681.931476,168857378.54077113,18473073.476825494,310730.0
