scenario,year,region,bau_emissions_tco2,emissions_tco2,abatement_tco2,abatement_mt,capex_usd,total_cost_usd,annual_capex_usd,annual_opex_usd,annual_new_energy_usd,annual_fuel_savings_usd,elec_demand_mwh,h2_demand_t
shaheen_ncc_h2_rising_coupled,2030,Daesan,19800108.505871844,11651409.951193996,7201558.664209853,7.201558664209853,1076285000.0,4870323542.538513,43051400.0,43051400.0,5201989645.404928,417768902.8664156,13450231.625382759,768775.0
shaheen_ncc_h2_rising_coupled,2030,Yeosu,25771247.357066404,19495746.36905965,4765848.246890711,4.765848246890711,712263999.9999999,3223083223.9626594,28490560.0,28490560.0,3442573252.2470307,276471148.2843714,19048847.47764452,508760.0
shaheen_ncc_h2_rising_coupled,2030,Ulsan,22130929.276215024,16525755.560328675,4300872.118967941,4.300872118967941,662675999.9999999,2715365830.669044,27047999.999999996,25966079.999999996,2999121201.8891115,336769451.22006774,17001857.65198724,434699.9999999999
shaheen_ncc_h2_rising_coupled,2030,Other,432184.00829651015,384491.2280054315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_rising_coupled,2031,Daesan,19800108.505871844,11464451.731601175,7237192.234635949,7.237192234635949,1057065624.9999999,4974747911.30513,42282625.0,42282625.0,5307951564.171545,417768902.8664156,13450231.625382759,768775.0
shaheen_ncc_h2_rising_coupled,2031,Yeosu,25771247.357066404,15783578.499278493,8252672.611014187,8.252672611014187,1205386874.9999998,5672775366.9228115,48215475.0,48215475.0,6052732202.4950905,476387785.57227916,20118476.414125398,876645.0
shaheen_ncc_h2_rising_coupled,2031,Ulsan,22130929.276215024,15019100.878901772,5604980.385331596,5.604980385331596,837433449.9999999,3653352818.7822685,34030569.99999999,32964105.999999993,3996794906.2983627,410436763.51609325,17396005.38262921,570261.9999999999
shaheen_ncc_h2_rising_coupled,2031,Other,432184.00829651015,376871.34701639693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_rising_coupled,2032,Daesan,19800108.505871844,11277493.512008352,7272825.8050620435,7.272825805062044,1037846249.9999999,5077707442.301955,41513850.0,41513850.0,5412448645.168371,417768902.8664156,13450231.625382759,768775.0
shaheen_ncc_h2_rising_coupled,2032,Yeosu,25771247.357066404,15503931.677122144,8293306.075091693,8.293306075091692,1183470750.0,5790181575.56736,47338830.0,47338830.0,6171891701.139639,476387785.57227916,20118476.414125398,876645.0
shaheen_ncc_h2_rising_coupled,2032,Ulsan,22130929.276215024,14777296.404083228,5639201.239074374,5.6392012390743735,822404099.9999999,3731449211.757331,33421667.999999993,32370659.999999993,4076093647.2734246,410436763.51609325,17396005.38262921,570261.9999999999
shaheen_ncc_h2_rising_coupled,2032,Other,432184.00829651015,369251.46602736256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_rising_coupled,2033,Daesan,19800108.505871844,11090535.292415533,7308459.375488139,7.308459375488138,1018626874.9999999,5178468325.553558,40745075.0,40745075.0,5514747078.419973,417768902.8664156,13450231.625382759,768775.0
shaheen_ncc_h2_rising_coupled,2033,Yeosu,25771247.357066404,15224284.854965802,8333939.539169199,8.333939539169199,1161554625.0,5905080635.10767,46462185.0,46462185.0,6288544050.679949,476387785.57227916,20118476.414125398,876645.0
shaheen_ncc_h2_rising_coupled,2033,Ulsan,22130929.276215024,14535491.92926468,5673422.092817153,5.673422092817153,807374749.9999999,3807909814.8419485,32812765.999999993,31777213.999999993,4153756598.358042,410436763.51609325,17396005.38262921,570261.9999999999
shaheen_ncc_h2_rising_coupled,2033,Other,432184.00829651015,361631.5850383282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548192.8769089505,0.0
shaheen_ncc_h2_rising_coupled,2034,Daesan,19800108.505871844,9838266.67610853,8441686.463772543,8.441686463772543,1146545400.0,6055646401.0275345,45861816.0,45861816.0,6440232168.913664,476309399.8861298,13764156.415187314,881958.0
