scenario,year,region,abatement_tco2,total_cost_usd,mac_usd_per_tco2,facilities_deployed,total_facilities
shaheen_ncc_elec_flat_coupled,2043,Daesan,11241773.988406466,2571362880.336475,228.7328390508737,22,55
shaheen_ncc_elec_flat_coupled,2043,Yeosu,13546486.166564308,3122404276.3098383,230.49551285237462,25,85
shaheen_ncc_elec_flat_coupled,2043,Ulsan,11682888.183132078,2667365952.5800214,228.31391611118923,30,85
shaheen_ncc_elec_flat_coupled,2043,Other,106306.89356379582,40215380.02818192,378.29512913053253,3,18
shaheen_ncc_elec_flat_coupled,2044,Daesan,11885670.029216308,2568712345.3864746,216.1184299305207,22,55
shaheen_ncc_elec_flat_coupled,2044,Yeosu,14311613.225375488,3119347232.4598384,217.95916248833626,25,85
shaheen_ncc_elec_flat_coupled,2044,Ulsan,12379431.282818062,2664389593.8800216,215.2271403273623,30,85
shaheen_ncc_elec_flat_coupled,2044,Other,120152.666695047,40073378.02818192,333.5205046250867,3,18
shaheen_ncc_elec_flat_coupled,2045,Daesan,12534198.415643487,2566061810.436475,204.7248436113684,22,55
shaheen_ncc_elec_flat_coupled,2045,Yeosu,15082244.795401137,3116290188.6098385,206.6197857735378,25,85
shaheen_ncc_elec_flat_coupled,2045,Ulsan,13080985.483940639,2661413235.1800213,203.4566308820849,30,85
shaheen_ncc_elec_flat_coupled,2045,Other,134098.0497049403,39931376.02818192,297.77745549651206,3,18
shaheen_ncc_elec_flat_coupled,2046,Daesan,13182726.802070666,2563411275.486475,194.4522794088268,22,55
shaheen_ncc_elec_flat_coupled,2046,Yeosu,15852876.365426788,3113233144.7598386,196.38285652371735,25,85
shaheen_ncc_elec_flat_coupled,2046,Ulsan,13782539.685063211,2658436876.480022,192.88439846547988,30,85
shaheen_ncc_elec_flat_coupled,2046,Other,148043.4327148336,39789374.02818192,268.76824792914385,3,18
shaheen_ncc_elec_flat_coupled,2047,Daesan,13831255.188497843,2560760740.5364747,185.1430478027778,22,55
shaheen_ncc_elec_flat_coupled,2047,Yeosu,16623507.935452437,3110176100.9098387,187.0950531612442,25,85
shaheen_ncc_elec_flat_coupled,2047,Ulsan,14484093.886185784,2655460517.7800217,183.3363231864072,30,85
shaheen_ncc_elec_flat_coupled,2047,Other,161988.81572472685,39647372.02818192,244.75376186190567,3,18
shaheen_ncc_elec_flat_coupled,2048,Daesan,14479783.574925024,2558110205.586475,176.66771000751788,22,55
shaheen_ncc_elec_flat_coupled,2048,Yeosu,17394139.505478088,3107119057.0598383,178.63022520207375,25,85
shaheen_ncc_elec_flat_coupled,2048,Ulsan,15185648.087308362,2652484159.0800214,174.67046146663148,30,85
shaheen_ncc_elec_flat_coupled,2048,Other,175934.19873462015,39505370.02818192,224.5462810091401,3,18
shaheen_ncc_elec_flat_coupled,2049,Daesan,15128311.961352203,2555459670.6364746,168.91902263549449,22,55
shaheen_ncc_elec_flat_coupled,2049,Yeosu,18164771.075503737,3104062013.2098384,170.88362965365684,25,85
shaheen_ncc_elec_flat_coupled,2049,Ulsan,15887202.288430937,2649507800.3800216,166.76994176057,30,85
shaheen_ncc_elec_flat_coupled,2049,Other,189879.58174451347,39363368.02818192,207.30700829721684,3,18
shaheen_ncc_elec_flat_coupled,2050,Daesan,15776840.347779384,2552809135.686475,161.80737583782337,22,55
shaheen_ncc_elec_flat_coupled,2050,Yeosu,18935402.645529386,3101004969.3598385,163.76757481267398,25,85
shaheen_ncc_elec_flat_coupled,2050,Ulsan,16588756.489553513,2646531441.6800213,159.53766295542582,30,85
shaheen_ncc_elec_flat_coupled,2050,Other,203824.96475440674,39221366.02818192,192.42670335030166,3,18
shaheen_ncc_elec_flat_decoupled,2025,Daesan,0.0,0.0,0.0,0,55
shaheen_ncc_elec_flat_decoupled,2025,Yeosu,0.0,0.0,0.0,0,85
shaheen_ncc_elec_flat_decoupled,2025,Ulsan,0.0,0.0,0.0,0,85
shaheen_ncc_elec_flat_decoupled,2025,Other,0.0,0.0,0.0,0,18
shaheen_ncc_elec_flat_decoupled,2026,Daesan,0.0,0.0,0.0,0,55
shaheen_ncc_elec_flat_decoupled,2026,Yeosu,0.0,0.0,0.0,0,85
shaheen_ncc_elec_flat_decoupled,2026,Ulsan,189787.6579064445,-57923669.58784634,-305.20251014636426,2,85
shaheen_ncc_elec_flat_decoupled,2026,Other,0.0,0.0,0.0,0,18
shaheen_ncc_elec_flat_decoupled,2027,Daesan,0.0,0.0,0.0,0,55
shaheen_ncc_elec_flat_decoupled,2027,Yeosu,0.0,0.0,0.0,0,85
shaheen_ncc_elec_flat_decoupled,2027,Ulsan,199537.3913201637,-58109141.58784634,-291.21931084389337,2,85
shaheen_ncc_elec_flat_decoupled,2027,Other,0.0,0.0,0.0,0,18
shaheen_ncc_elec_flat_decoupled,2028,Daesan,0.0,0.0,0.0,0,55
shaheen_ncc_elec_flat_decoupled,2028,Yeosu,0.0,0.0,0.0,0,85
shaheen_ncc_elec_flat_decoupled,2028,Ulsan,209287.12473388296,-58294613.58784634,-278.538938608719,2,85
shaheen_ncc_elec_flat_decoupled,2028,Other,0.0,0.0,0.0,0,18
shaheen_ncc_elec_flat_decoupled,2029,Daesan,136367.91775928484,1499589617.2240531,10996.64526572234,8,55
shaheen_ncc_elec_flat_decoupled,2029,Yeosu,165221.27935398772,1798139266.9345047,10883.218396354256,9,85
shaheen_ncc_elec_flat_decoupled,2029,Ulsan,315460.4255573732,1010979004.3630025,3204.772841400781,9,85
shaheen_ncc_elec_flat_decoupled,2029,Other,0.0,0.0,0.0,0,18
shaheen_ncc_elec_flat_decoupled,2030,Daesan,574027.1659597064,1495356218.824053,2605.026917713889,8,55
shaheen_ncc_elec_flat_decoupled,2030,Yeosu,690927.5281053666,1793065062.1345046,2595.156494996479,9,85
shaheen_ncc_elec_flat_decoupled,2030,Ulsan,636889.4676349736,1007773429.9630024,1582.3364668052527,9,85
shaheen_ncc_elec_flat_decoupled,2030,Other,0.0,0.0,0.0,0,18
shaheen_ncc_elec_flat_decoupled,2031,Daesan,923651.5079129153,1494121477.6240532,1617.6246829284921,8,55
shaheen_ncc_elec_flat_decoupled,2031,Yeosu,1110888.2670504316,1791585085.7345047,1612.7500297499957,9,85
shaheen_ncc_elec_flat_decoupled,2031,Ulsan,893663.2426279974,1006830742.7630024,1126.6332716138274,9,85
shaheen_ncc_elec_flat_decoupled,2031,Other,0.0,0.0,0.0,0,18
shaheen_ncc_elec_flat_decoupled,2032,Daesan,1476775.0436838493,2366659154.186048,1602.5860975293585,13,55
shaheen_ncc_elec_flat_decoupled,2032,Yeosu,1800895.3295450844,2949613531.0091896,1637.8595038914768,13,85
shaheen_ncc_elec_flat_decoupled,2032,Ulsan,1444273.136340453,2267543647.718552,1570.0241115500694,17,85
shaheen_ncc_elec_flat_decoupled,2032,Other,0.0,0.0,0.0,0,18
shaheen_ncc_elec_flat_decoupled,2033,Daesan,2029449.3550450355,2364711021.9860477,1165.1983411695298,13,55
shaheen_ncc_elec_flat_decoupled,2033,Yeosu,2490306.2648609253,2947186874.6091895,1183.4636230069395,13,85
shaheen_ncc_elec_flat_decoupled,2033,Ulsan,1994234.386908345,2265570882.5185523,1136.0604838585998,17,85
shaheen_ncc_elec_flat_decoupled,2033,Other,0.0,0.0,0.0,0,18
shaheen_ncc_elec_flat_decoupled,2034,Daesan,2582123.6664062236,2362762889.786048,915.04637075517,13,55
shaheen_ncc_elec_flat_decoupled,2034,Yeosu,3179717.200176769,2944760218.2091894,926.1075853052222,13,85
shaheen_ncc_elec_flat_decoupled,2034,Ulsan,2544195.63747624,2263598117.318552,889.7107140565529,17,85
shaheen_ncc_elec_flat_decoupled,2034,Other,0.0,0.0,0.0,0,18
shaheen_ncc_elec_flat_decoupled,2035,Daesan,3134797.97776741,2360814757.586048,753.0994897691654,13,55
shaheen_ncc_elec_flat_decoupled,2035,Yeosu,3869128.13549261,2942333561.8091893,760.4642334841095,13,85
shaheen_ncc_elec_flat_decoupled,2035,Ulsan,3094156.8880441315,2261625352.118552,730.9342848313563,17,85
shaheen_ncc_elec_flat_decoupled,2035,Other,0.0,0.0,0.0,0,18
shaheen_ncc_elec_flat_decoupled,2036,Daesan,4244122.67467224,2358866625.386048,555.7960516700227,13,55
shaheen_ncc_elec_flat_decoupled,2036,Yeosu,5252909.797025849,2939906905.4091897,559.6720711011902,13,85
shaheen_ncc_elec_flat_decoupled,2036,Ulsan,4198035.944939401,2259652586.918552,538.2642303581252,17,85
shaheen_ncc_elec_flat_decoupled,2036,Other,0.0,0.0,0.0,0,18
shaheen_ncc_elec_flat_decoupled,2037,Daesan,5357423.4457595255,2356918493.186048,439.935076450151,13,55
shaheen_ncc_elec_flat_decoupled,2037,Yeosu,6641651.249460639,2937480249.0091896,442.28161622423926,13,85
shaheen_ncc_elec_flat_decoupled,2037,Ulsan,5305871.557594149,2257679821.718552,425.50593191182634,17,85
shaheen_ncc_elec_flat_decoupled,2037,Other,0.0,0.0,0.0,0,18
shaheen_ncc_elec_flat_decoupled,2038,Daesan,6711339.974650886,2584615555.086475,385.1117012174492,22,55
shaheen_ncc_elec_flat_decoupled,2038,Yeosu,8163074.198813701,3137689495.5598383,384.3759616953896,25,85
shaheen_ncc_elec_flat_decoupled,2038,Ulsan,6782030.978147233,2682247746.0800214,395.4932902433864,30,85
shaheen_ncc_elec_flat_decoupled,2038,Other,8888.432251826987,40925390.02818192,4604.342910952586,3,18
shaheen_ncc_elec_flat_decoupled,2039,Daesan,8003764.401887909,2581965020.1364746,322.59383091379436,22,55
shaheen_ncc_elec_flat_decoupled,2039,Yeosu,9698832.827650532,3134632451.7098384,323.19687403759275,25,85
shaheen_ncc_elec_flat_decoupled,2039,Ulsan,8180128.278955792,2679271387.3800216,327.5341530123334,30,85
shaheen_ncc_elec_flat_decoupled,2039,Other,36679.58839297148,40783388.02818192,1111.882379683323,3,18
shaheen_ncc_elec_flat_decoupled,2040,Daesan,9300821.174742267,2579314485.186475,277.3211565652911,22,55
shaheen_ncc_elec_flat_decoupled,2040,Yeosu,11240095.967701828,3131575407.8598385,278.60753296576405,25,85
shaheen_ncc_elec_flat_decoupled,2040,Ulsan,9583236.681200942,2676295028.6800213,279.26838475460005,30,85
shaheen_ncc_elec_flat_decoupled,2040,Other,64570.35441275804,40641386.02818192,629.4124664143371,3,18
shaheen_ncc_elec_flat_decoupled,2041,Daesan,9944717.215552108,2576663950.236475,259.0987651420538,22,55
shaheen_ncc_elec_flat_decoupled,2041,Yeosu,12005223.02651301,3128518364.0098386,260.59643849186665,25,85
shaheen_ncc_elec_flat_decoupled,2041,Ulsan,10279779.780886928,2673318669.980022,260.0560252224947,30,85
shaheen_ncc_elec_flat_decoupled,2041,Other,78416.12754400923,40499384.02818192,516.4675341236734,3,18
shaheen_ncc_elec_flat_decoupled,2042,Daesan,10593245.601979287,2574013415.2864747,242.98628692282327,22,55
shaheen_ncc_elec_flat_decoupled,2042,Yeosu,12775854.59653866,3125461320.1598387,244.63814115469148,25,85
shaheen_ncc_elec_flat_decoupled,2042,Ulsan,10981333.982009502,2670342311.2800217,243.17103146619434,30,85
shaheen_ncc_elec_flat_decoupled,2042,Other,92361.51055390252,40357382.02818192,436.95021645005687,3,18
shaheen_ncc_elec_flat_decoupled,2043,Daesan,11241773.988406466,2571362880.336475,228.7328390508737,22,55
shaheen_ncc_elec_flat_decoupled,2043,Yeosu,13546486.166564308,3122404276.3098383,230.49551285237462,25,85
shaheen_ncc_elec_flat_decoupled,2043,Ulsan,11682888.183132078,2667365952.5800214,228.31391611118923,30,85
shaheen_ncc_elec_flat_decoupled,2043,Other,106306.89356379582,40215380.02818192,378.29512913053253,3,18
shaheen_ncc_elec_flat_decoupled,2044,Daesan,11885670.029216308,2568712345.3864746,216.1184299305207,22,55
shaheen_ncc_elec_flat_decoupled,2044,Yeosu,14311613.225375488,3119347232.4598384,217.95916248833626,25,85
shaheen_ncc_elec_flat_decoupled,2044,Ulsan,12379431.282818062,2664389593.8800216,215.2271403273623,30,85
shaheen_ncc_elec_flat_decoupled,2044,Other,120152.666695047,40073378.02818192,333.5205046250867,3,18
shaheen_ncc_elec_flat_decoupled,2045,Daesan,12534198.415643487,2566061810.436475,204.7248436113684,22,55
shaheen_ncc_elec_flat_decoupled,2045,Yeosu,15082244.795401137,3116290188.6098385,206.6197857735378,25,85
shaheen_ncc_elec_flat_decoupled,2045,Ulsan,13080985.483940639,2661413235.1800213,203.4566308820849,30,85
shaheen_ncc_elec_flat_decoupled,2045,Other,134098.0497049403,39931376.02818192,297.77745549651206,3,18
shaheen_ncc_elec_flat_decoupled,2046,Daesan,13182726.802070666,2563411275.486475,194.4522794088268,22,55
shaheen_ncc_elec_flat_decoupled,2046,Yeosu,15852876.365426788,3113233144.7598386,196.38285652371735,25,85
shaheen_ncc_elec_flat_decoupled,2046,Ulsan,13782539.685063211,2658436876.480022,192.88439846547988,30,85
shaheen_ncc_elec_flat_decoupled,2046,Other,148043.4327148336,39789374.02818192,268.76824792914385,3,18
shaheen_ncc_elec_flat_decoupled,2047,Daesan,13831255.188497843,2560760740.5364747,185.1430478027778,22,55
shaheen_ncc_elec_flat_decoupled,2047,Yeosu,16623507.935452437,3110176100.9098387,187.0950531612442,25,85
shaheen_ncc_elec_flat_decoupled,2047,Ulsan,14484093.886185784,2655460517.7800217,183.3363231864072,30,85
shaheen_ncc_elec_flat_decoupled,2047,Other,161988.81572472685,39647372.02818192,244.75376186190567,3,18
shaheen_ncc_elec_flat_decoupled,2048,Daesan,14479783.574925024,2558110205.586475,176.66771000751788,22,55
shaheen_ncc_elec_flat_decoupled,2048,Yeosu,17394139.505478088,3107119057.0598383,178.63022520207375,25,85
shaheen_ncc_elec_flat_decoupled,2048,Ulsan,15185648.087308362,2652484159.0800214,174.67046146663148,30,85
shaheen_ncc_elec_flat_decoupled,2048,Other,175934.19873462015,39505370.02818192,224.5462810091401,3,18
shaheen_ncc_elec_flat_decoupled,2049,Daesan,15128311.961352203,2555459670.6364746,168.91902263549449,22,55
shaheen_ncc_elec_flat_decoupled,2049,Yeosu,18164771.075503737,3104062013.2098384,170.88362965365684,25,85
shaheen_ncc_elec_flat_decoupled,2049,Ulsan,15887202.288430937,2649507800.3800216,166.76994176057,30,85
shaheen_ncc_elec_flat_decoupled,2049,Other,189879.58174451347,39363368.02818192,207.30700829721684,3,18
shaheen_ncc_elec_flat_decoupled,2050,Daesan,15776840.347779384,2552809135.686475,161.80737583782337,22,55
shaheen_ncc_elec_flat_decoupled,2050,Yeosu,18935402.645529386,3101004969.3598385,163.76757481267398,25,85
shaheen_ncc_elec_flat_decoupled,2050,Ulsan,16588756.489553513,2646531441.6800213,159.53766295542582,30,85
shaheen_ncc_elec_flat_decoupled,2050,Other,203824.96475440674,39221366.02818192,192.42670335030166,3,18
